,original_title,budget,genres,id,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,actor_1_name,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,profit,ret_rate,rev_rate,log_rev_rate,log_budget,log_revenue,Profitable,all_keywords,lang_en
4387,Winter Passing,3500000,"['Comedy', 'Drama']",14256,"['independent film', 'book editor']",en,"Actress Reese Holden has been offered a small fortune by a book editor if she can secure for publication the love letters that her father, a reclusive novelist, wrote to her mother, who has since passed away. Returning to Michigan, Reese finds that an ex-grad student and a would-be musician have moved in with her father, who cares more about his new friends than he does about his own health and well-being.",3.643608,"['Yari Film Group', 'Stratus Film Co.']",['United States of America'],2006-02-07,113783,98.0,['English'],Sometimes you go looking for something you want. . . and find what you need.,Winter Passing,6.7,28,Color,Adam Rapp,50.0,98.0,9.0,405.0,Will Ferrell,11000.0,Zooey Deschanel,7228,20009,Dallas Roberts,4.0,"['love', 'michigan', 'musician', 'novelist', 'student']",http://www.imdb.com/title/tt0380817/?ref_=fn_tt_tt_1,53.0,English,USA,R,2005.0,8000.0,6.4,1.85,414,-3386217,-0.9674905714285714,0.03250942857142857,-3.4262251218300723,15.068273526459642,11.64204840462957,False,"['love', 'michigan', 'musician', 'independent film', 'student', 'novelist', 'book editor']",True
4388,Winter's Bone,2000000,['Drama'],39013,"['father', 'court', 'bail', 'drug trade', 'girl', 'aftercreditsstinger', 'duringcreditsstinger', 'woman director']",en,"17 year-old Ree Dolly sets out to track down her father, who put their house up for his bail bond and then disappeared. If she fails, Ree and her family will be turned out into the Ozark woods. Challenging her outlaw kin's code of silence and risking her life, Ree hacks through the lies, evasions and threats offered up by her relatives and begins to piece together the truth.",20.834882999999998,"['Anonymous Content', ""Winter's Bone Productions""]",['United States of America'],2010-06-11,13831503,100.0,['English'],Talking Just Causes Witnesses,Winter's Bone,6.8,565,Color,Debra Granik,365.0,100.0,81.0,179.0,Shelley Waggener,34000.0,Jennifer Lawrence,111658,34446,Lauren Sweetser,2.0,"['bail', 'crystal meth', 'family relationships', 'female protagonist', 'search for father']",http://www.imdb.com/title/tt1399683/?ref_=fn_tt_tt_1,297.0,English,USA,R,2010.0,248.0,7.2,1.85,20000,11831503,5.9157515,6.9157515,1.933801636001415,14.508657738524219,16.442459374525633,True,"['court', 'crystal meth', 'search for father', 'father', 'drug trade', 'woman director', 'aftercreditsstinger', 'family relationships', 'female protagonist', 'duringcreditsstinger', 'bail', 'girl']",True
4389,Winter's Tale,60000000,"['Drama', 'Fantasy', 'Mystery', 'Romance']",137321,['based on novel'],en,"A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",22.736038,"['Village Roadshow Pictures', 'Weed Road Pictures', 'Warner Bros.']",['United States of America'],2014-02-13,30800231,118.0,['English'],This is not a true story. This is true love.,Winter's Tale,6.0,487,Color,Akiva Goldsman,189.0,118.0,167.0,778.0,William Hurt,20000.0,Matt Bomer,41288,22447,Kevin Corrigan,0.0,"['black and white photograph', 'drawing with blood', 'falling through ice', 'playing piano', 'red haired woman']",http://www.imdb.com/title/tt1837709/?ref_=fn_tt_tt_1,126.0,English,USA,PG-13,2014.0,882.0,6.2,2.35,17000,-29199769,-0.48666281666666666,0.5133371833333333,-0.6668223722706967,17.909855120186375,17.243032747915677,False,"['drawing with blood', 'black and white photograph', 'based on novel', 'playing piano', 'red haired woman', 'falling through ice']",True
4390,Wish I Was Here,5500000,"['Drama', 'Comedy']",231576,"['jew', 'independent film', 'homeschooling', 'family', 'struggling actor']",en,"Aidan Bloom, a struggling actor, father and husband, is 35 years old and still trying to find a purpose for his life. He and his wife are barely getting by financially and Aidan passes his time by fantasizing about being the great futuristic Space-Knight he'd always dreamed he'd be as a little kid. When his ailing father can no longer afford to pay for private school for his two kids and the only available public school is on its last legs, Aidan reluctantly agrees to attempt to home-school them. Through teaching them about life his way, Aidan gradually discovers some of the parts of himself he couldn't find.",15.015270999999998,"['Double Feature Films', 'Wild Bunch', 'Worldview Entertainment']",['United States of America'],2014-01-18,5483299,120.0,['English'],Life is an occasion. Rise to it.,Wish I Was Here,6.4,300,Color,Zach Braff,149.0,106.0,0.0,379.0,Josh Gad,17000.0,Jim Parsons,29341,18947,Michael Weston,4.0,"['actor', 'dream sequence', 'genius recluse', 'jew', 'religion']",http://www.imdb.com/title/tt2870708/?ref_=fn_tt_tt_1,93.0,English,USA,R,2014.0,1000.0,6.7,2.35,0,-16701,-0.0030365454545454545,0.9969634545454545,-0.0030411651129329587,15.520258650202699,15.517217485089766,False,"['jew', 'family', 'struggling actor', 'independent film', 'genius recluse', 'religion', 'actor', 'dream sequence', 'homeschooling']",True
4392,Without Limits,25000000,['Drama'],22256,"['running', 'olympic games', 'sport', 'athlete']",en,"The film follows the life of famous 1970s runner Steve Prefontaine from his youth days in Oregon to the University of Oregon where he worked with the legendary coach Bill Bowerman, later to Olympics in Munich and his early death at 24 in a car crash.",3.849873,"['Cruise/Wagner Productions', 'Warner Bros.']",['United States of America'],1998-09-11,777423,117.0,['English'],PRE. The way he competed. The way he lived his life.,Without Limits,6.2,19,Color,Robert Towne,28.0,117.0,162.0,745.0,Monica Potter,2000.0,Billy Burke,5841,4351,Billy Crudup,0.0,"['car crash', 'coach', 'death', 'oregon', 'university of oregon']",http://www.imdb.com/title/tt0119934/?ref_=fn_tt_tt_1,57.0,English,USA,PG-13,1998.0,878.0,7.2,2.35,942,-24222577,-0.96890308,0.03109692,-3.4706465000710494,17.034386382832476,13.563739882761425,False,"['olympic games', 'death', 'car crash', 'athlete', 'oregon', 'university of oregon', 'running', 'coach', 'sport']",True
4394,Without a Paddle,19000000,"['Action', 'Adventure', 'Comedy', 'Thriller']",10762,"['death of a friend', 'treasure hunt']",en,"Three friends, whose lives have been drifting apart, reunite for the funeral of a fourth childhood friend. When looking through their childhood belongings, they discover a trunk which contained details on a quest their friend was attempting. It revealed that he was hot on the trail of the $200,000 that went missing with airplane hijacker D.B. Cooper in 1971. They decide to continue his journey, but do not understand the dangers they will soon encounter.",8.584398,"['Paramount Pictures', 'De Line Pictures']",['United States of America'],2004-08-20,69631118,95.0,['English'],"The call of the wild, the thrill of adventure. The mistake of a lifetime.",Without a Paddle,5.3,214,Color,Steven Brill,94.0,95.0,65.0,246.0,Scott Adsit,506.0,Antony Starr,37479,1266,Bonnie Somerville,3.0,"['death', 'friend', 'hijacker', 'river', 'tree house']",http://www.imdb.com/title/tt0364751/?ref_=fn_tt_tt_1,152.0,English,USA,PG-13,2004.0,316.0,5.9,2.35,0,50631118,2.6647956842105263,3.6647956842105263,1.2987725859566868,16.759949537130716,18.058722123087403,True,"['death', 'death of a friend', 'treasure hunt', 'hijacker', 'friend', 'river', 'tree house']",True
4396,Witness,12000000,"['Crime', 'Drama', 'Romance', 'Thriller']",9281,"['corruption', 'detective', 'police brutality', 'amish', 'suspense', 'barn raising', 'lancaster, pa']",en,"A sheltered Amish child is the sole witness of a brutal murder in a restroom at a Philadelphia train station, and he must be protected.  The assignment falls to a taciturn detective who goes undercover in a Pennsylvania Dutch community. On the farm, he slowly assimilates despite his urban grit and forges a romantic bond with the child's beautiful mother.",19.195399,['Paramount Pictures'],['United States of America'],1985-02-08,68706993,113.0,"['Deutsch', 'English']",A big city cop. A small country boy. They have nothing in common... but a murder.,Witness,7.0,375,Color,Peter Weir,83.0,112.0,608.0,733.0,Viggo Mortensen,11000.0,Harrison Ford,66966,22479,Lukas Haas,1.0,"['amish', 'love', 'murder', 'police', 'train']",http://www.imdb.com/title/tt0090329/?ref_=fn_tt_tt_1,175.0,English,USA,R,1985.0,10000.0,7.4,1.85,0,56706993,4.72558275,5.72558275,1.744944334653026,16.300417207752275,18.0453615424053,True,"['amish', 'detective', 'murder', 'police', 'police brutality', 'lancaster, pa', 'train', 'suspense', 'barn raising', 'love', 'corruption']",True
4399,Woman Thou Art Loosed,3000000,['Drama'],44634,['independent film'],en,"An adaptation of Bishop T.D. Jakes' self-help novel, chronciling a woman's struggle to come to terms with her legacy of abuse, addiction and poverty.",0.019984000000000002,[],['United States of America'],2004-09-30,6804016,94.0,['English'],,Woman Thou Art Loosed,5.0,3,Color,Michael Schultz,17.0,94.0,78.0,469.0,Kimberly Elise,912.0,Loretta Devine,806,3049,Clifton Powell,0.0,"['abuse', 'bishop', 'death', 'flashback', 'poverty']",http://www.imdb.com/title/tt0399901/?ref_=fn_tt_tt_1,23.0,English,USA,R,2004.0,637.0,6.9,,187,3804016,1.2680053333333334,2.2680053333333334,0.8189007374206478,14.914122846632385,15.733023584053031,True,"['death', 'independent film', 'abuse', 'poverty', 'flashback', 'bishop']",True
4400,Woman in Gold,11000000,['Drama'],304357,"['nazis', 'based on true story', 'art', 'stolen painting']",en,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover a world famous painting of her aunt plundered by the Nazis during World War II, she believes rightfully belongs to her family. She did so not just to regain what was rightfully hers, but also to obtain some measure of justice for the death, destruction, and massive art theft perpetrated by the Nazis.",21.204929,"['BBC Films', 'Origin Pictures']","['United Kingdom', 'United States of America']",2015-04-10,61619773,120.0,"['English', 'Deutsch']",Justice is priceless.,Woman in Gold,7.3,440,Color,Simon Curtis,203.0,109.0,64.0,553.0,Frances Fisher,16000.0,Ryan Reynolds,33856,17866,Elizabeth McGovern,2.0,"['art', 'jewish', 'justice', 'nazi', 'theft']",http://www.imdb.com/title/tt2404425/?ref_=fn_tt_tt_1,147.0,English,UK,PG-13,2015.0,638.0,7.3,2.35,34000,50619773,4.601797545454546,5.601797545454546,1.7230875364944922,16.213405830762646,17.936493367257135,True,"['art', 'jewish', 'stolen painting', 'justice', 'theft', 'based on true story', 'nazi', 'nazis']",True
4405,Wonderland,5000000,"['Crime', 'Drama', 'Mystery', 'Thriller']",4997,"['robbery', 'junkie', 'investigation', 'porno star', 'murder', 'los angeles', 'violence', 'drug']",en,"On the afternoon of July 1, 1981, Los Angeles police responded to a distress call on Wonderland Avenue and discovered a grisly quadruple homicide. The police investigation that followed uncovered two versions of the events leading up to the brutal murders - both involving legendary porn actor John Holmes. You're about to experience both versions.",7.79068,['Lions Gate Films'],"['Canada', 'United States of America']",2003-10-23,2466444,104.0,['English'],"Sex, drugs, murder. Welcome to L.A.",Wonderland,6.2,73,Color,James Cox,91.0,104.0,10.0,93.0,Louis Lombardi,715.0,Alexis Dziena,18792,1315,Franky G,0.0,"['murder', 'police', 'police investigation', 'porn star', 'robbery']",http://www.imdb.com/title/tt0335563/?ref_=fn_tt_tt_1,153.0,English,USA,R,2003.0,436.0,6.6,1.85,1000,-2533556,-0.5067112,0.4932888,-0.7066604752369623,15.424948470398375,14.718287995161413,False,"['murder', 'police', 'los angeles', 'porno star', 'violence', 'drug', 'junkie', 'investigation', 'porn star', 'robbery', 'police investigation']",True
4406,Woo,13000000,"['Comedy', 'Romance']",58680,"['blind date', 'love', 'manhattan, new york city', 'woman director']",en,Gorgeous and extraverted Woo meets insecure and straight-laced law clerk Tim at a blind date.,1.750054,"['New Line Cinema', 'New Deal Productions', 'Gotham Entertainment Group']",['United States of America'],1998-05-08,8026971,84.0,['English'],It's Woo's world.. we're just living in it.,Woo,5.5,10,Color,Daisy von Scherler Mayer,23.0,84.0,18.0,744.0,Jada Pinkett Smith,1000.0,LL Cool J,1520,3352,Dave Chappelle,0.0,"['blind date', 'law clerk', 'love', 'manhattan new york city', 'world trade center manhattan new york city']",http://www.imdb.com/title/tt0120531/?ref_=fn_tt_tt_1,20.0,English,USA,R,1998.0,851.0,3.8,,204,-4973029,-0.38254069230769233,0.6174593076923077,-0.48214211112540023,16.38045991542581,15.89831780430041,False,"['blind date', 'love', 'world trade center manhattan new york city', 'manhattan new york city', 'manhattan, new york city', 'law clerk', 'woman director']",True
4409,World Trade Center,63000000,"['Drama', 'History', 'Thriller']",1852,"['terror', 'runaway', 'alarm clock', 'hero', 'firemen', 'fire engine', 'war on terror', 'rescue', 'marine', 'hospital', 'trapped', 'rubble', 'rescue team']",en,"On September, 11th 2001, after the terrorist attack to the World Trade Center, the building collapses over the rescue team from the Port Authority Police Department. Will Jimeno and his sergeant John McLoughlin are found alive trapped under the wreckage while the rescue teams fight to save them.",24.697533,"['Paramount Pictures', 'Double Feature Films', 'Intermedia Films', 'Kernos Filmproduktionsgesellschaft & Company']",['United States of America'],2006-08-09,162945894,128.0,['English'],The world saw evil that day. Two men saw something else.,World Trade Center,5.9,447,Color,Oliver Stone,242.0,129.0,0.0,625.0,Jay Hernandez,12000.0,Nicolas Cage,67395,14421,Armando Riesco,0.0,"['based on true story', 'police', 'rescue', 'rubble', 'trapped']",http://www.imdb.com/title/tt0469641/?ref_=fn_tt_tt_1,564.0,English,USA,PG-13,2006.0,1000.0,6.0,1.85,0,99945894,1.5864427619047619,2.586442761904762,0.9502834806610947,17.958645284355807,18.908928765016903,True,"['police', 'rescue', 'trapped', 'fire engine', 'alarm clock', 'rubble', 'rescue team', 'terror', 'firemen', 'war on terror', 'based on true story', 'hero', 'marine', 'hospital', 'runaway']",True
4410,World War Z,200000000,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",72190,"['dystopia', 'apocalypse', 'zombie', 'nuclear weapons', 'multiple perspectives', 'zombie apocalypse']",en,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",81.834855,"['Paramount Pictures', 'GK Films', 'Skydance Productions', 'Hemisphere Media Capital', 'Apparatus Productions', 'Latina Pictures', '2DUX\\u00b2']","['United States of America', 'Malta']",2013-06-20,531865000,116.0,['English'],Remember Philly!,World War Z,6.7,5560,Color,Marc Forster,654.0,123.0,395.0,1000.0,Brad Pitt,17000.0,Peter Capaldi,465019,32392,Mireille Enos,0.0,"['chaos', 'disease', 'infection', 'pandemic', 'zombie']",http://www.imdb.com/title/tt0816711/?ref_=fn_tt_tt_1,995.0,English,USA,PG-13,2013.0,11000.0,7.0,2.35,129000,331865000,1.659325,2.659325,0.9780723311927474,19.11382792451231,20.09190025570506,True,"['multiple perspectives', 'nuclear weapons', 'dystopia', 'disease', 'pandemic', 'infection', 'chaos', 'zombie', 'apocalypse', 'zombie apocalypse']",True
4411,World's Greatest Dad,10000000,"['Comedy', 'Romance']",20178,"['male nudity', 'poetry', 'adolescence', 'lie', 'nudity', 'rejection', 'high school', 'independent film', 'teacher', 'vulgarity', 'student']",en,"Robin Williams stars as Lance Clayton, a man who has learned to settle. He dreamed of being a rich and famous writer, but has only managed to make it as a high school poetry teacher. His only son Kyle (Daryl Sabara) is an insufferable jackass who won’t give his father the time of day. He is dating Claire (Alexie Gilmore), the school’s adorable art teacher, but she doesn’t want to get serious --",9.805551,"['Magnolia Pictures', 'Jerkschool Productions']",['United States of America'],2009-08-20,295750,99.0,['English'],Lance Clayton is about to get everything he deserves.,World's Greatest Dad,6.5,177,Color,Bobcat Goldthwait,129.0,99.0,800.0,334.0,Daryl Sabara,49000.0,Robin Williams,31964,50542,Henry Simmons,1.0,"['black comedy', 'fictional talk show', 'high school teacher', 'phony suicide note', 'teacher']",http://www.imdb.com/title/tt1262981/?ref_=fn_tt_tt_1,129.0,English,USA,R,2009.0,640.0,6.9,1.85,0,-9704250,-0.970425,0.029575,-3.5208258691176866,16.11809565095832,12.597269781840634,False,"['lie', 'rejection', 'nudity', 'vulgarity', 'independent film', 'poetry', 'black comedy', 'teacher', 'high school teacher', 'high school', 'male nudity', 'student', 'phony suicide note', 'fictional talk show', 'adolescence']",True
4412,Wrath of the Titans,150000000,['Adventure'],57165,"['underworld', 'hades', 'mythology', 'greek mythology', 'zeus', 'perseus', 'gods', 'ancient greece', 'based on greek myth', 'ares', '3d']",en,"A decade after his heroic defeat of the monstrous Kraken, Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, Helius. Meanwhile, a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned Titans and their ferocious leader, Kronos, father of the long-ruling brothers Zeus, Hades and Poseidon.",44.927634999999995,"['Legendary Pictures', 'Thunder Road Pictures', 'Warner Bros.', 'Cott Productions', 'Furia de Titanes II, A.I.E.']","['Spain', 'United States of America']",2012-03-27,301000000,99.0,['English'],Feel the Wrath,Wrath of the Titans,5.5,1431,Color,Jonathan Liebesman,310.0,99.0,473.0,502.0,Edgar Ramírez,14000.0,Liam Neeson,152826,16184,Lily James,0.0,"['ares', 'hades', 'titan', 'underworld', 'zeus']",http://www.imdb.com/title/tt1646987/?ref_=fn_tt_tt_1,253.0,English,USA,PG-13,2012.0,897.0,5.8,1.85,19000,151000000,1.0066666666666666,2.006666666666667,0.6964749706526201,18.82614585206053,19.52262082271315,True,"['titan', 'underworld', 'greek mythology', 'zeus', 'based on greek myth', 'hades', 'ancient greece', 'ares', 'gods', 'perseus', 'mythology', '3d']",True
4413,Wreck-It Ralph,165000000,"['Family', 'Animation', 'Comedy', 'Adventure']",82690,"['support group', 'product placement', 'bullying', 'racing', 'arcade', 'medal', 'self esteem', 'curiosity', 'precocious child', 'aftercreditsstinger', 'duringcreditsstinger', 'first person shooter', 'glitch', 'carefree', 'video gamer', 'q*bert', 'interrupted wedding', 'social reject']",en,"Wreck-It Ralph is the 9-foot-tall, 643-pound villain of an arcade video game named Fix-It Felix Jr., in which the game's titular hero fixes buildings that Ralph destroys. Wanting to prove he can be a good guy and not just a villain, Ralph escapes his game and lands in Hero's Duty, a first-person shooter where he helps the game's hero battle against alien invaders. He later enters Sugar Rush, a kart racing game set on tracks made of candies, cookies and other sweets. There, Ralph meets Vanellope von Schweetz who has learned that her game is faced with a dire threat that could affect the entire arcade, and one that Ralph may have inadvertently started.",62.341073,['Walt Disney Animation Studios'],['United States of America'],2012-11-01,471222889,108.0,['English'],The story of a regular guy just looking for a little wreck-ognition.,Wreck-It Ralph,7.1,4570,Color,Rich Moore,377.0,101.0,66.0,833.0,Sarah Silverman,975.0,Jack McBrayer,272534,4451,Joe Lo Truglio,1.0,"['arcade', 'candy', 'glitch', 'king', 'medal']",http://www.imdb.com/title/tt1772341/?ref_=fn_tt_tt_1,345.0,English,USA,PG,2012.0,931.0,7.8,2.35,40000,306222889,1.855896296969697,2.855896296969697,1.0493857332332526,18.921456031864853,19.970841765098108,True,"['interrupted wedding', 'king', 'arcade', 'support group', 'precocious child', 'social reject', 'aftercreditsstinger', 'candy', 'duringcreditsstinger', 'bullying', 'glitch', 'self esteem', 'racing', 'q*bert', 'curiosity', 'product placement', 'first person shooter', 'carefree', 'medal', 'video gamer']",True
4415,Wrong Turn,12600000,"['Horror', 'Thriller']",9902,"['life and death', 'death of a friend', 'parts of dead body']",en,"Chris crashes into a carload of other young people, and the group of stranded motorists is soon lost in the woods of West Virginia, where they're hunted by three cannibalistic mountain men who are grossly disfigured by generations of inbreeding.",33.555764,"['Summit Entertainment', 'Newmarket Capital Group', 'Regency Enterprises', 'Constantin Film Produktion', 'Stan Winston Studio', 'Media Cooperation One', 'DCP Wrong Turn Productions']","['Germany', 'United States of America']",2003-05-30,28650575,84.0,['English'],It's the last one you'll ever take.,Wrong Turn,6.0,635,Color,Rob Schmidt,191.0,84.0,36.0,648.0,Lindy Booth,2000.0,Kevin Zegers,87494,3416,Julian Richings,1.0,"['forest', 'mountain', 'road', 'stupid victim', 'west virginia']",http://www.imdb.com/title/tt0295700/?ref_=fn_tt_tt_1,540.0,English,USA,R,2003.0,683.0,6.1,1.85,0,16050575,1.2738551587301588,2.2738551587301585,0.8214766988099482,16.349207371921707,17.170684070731653,True,"['mountain', 'death of a friend', 'life and death', 'stupid victim', 'forest', 'west virginia', 'road', 'parts of dead body']",True
4416,Wyatt Earp,63000000,"['Drama', 'Action', 'Western']",12160,"['gunslinger', 'gambling', 'sheriff', 'deputy sheriff', 'wretch', 'wyatt earp', 'historical figure', 'doc holliday']",en,"Covering the life and times of one of the West's most iconic heroes Wyatt Earp weaves an intricate tale of Earp and his friends and family. With a star studded cast, sweeping cinematography and authentic costumes Wyatt Earp led the way during the Western revival in the 90's.",13.859307000000001,"['Tig Productions', 'Warner Bros.', 'Kasdan Pictures', 'Paragon Entertainment Corp.']",['United States of America'],1994-06-24,25052000,191.0,['English'],The epic story of love and adventure in a lawless land.,Wyatt Earp,6.5,202,Color,Lawrence Kasdan,40.0,212.0,759.0,812.0,Catherine O'Hara,2000.0,Dennis Quaid,35314,5708,Isabella Rossellini,0.0,"['historically inaccurate', 'name calling', 'penis slur', 'vomiting', 'wyatt earp']",http://www.imdb.com/title/tt0111756/?ref_=fn_tt_tt_1,145.0,English,USA,PG-13,1994.0,925.0,6.6,2.35,0,-37948000,-0.6023492063492063,0.39765079365079364,-0.9221810617283663,17.958645284355807,17.03646422262744,False,"['doc holliday', 'wyatt earp', 'gunslinger', 'historically inaccurate', 'penis slur', 'sheriff', 'deputy sheriff', 'vomiting', 'wretch', 'gambling', 'name calling', 'historical figure']",True
4417,X-Men,75000000,"['Adventure', 'Action', 'Science Fiction']",36657,"['mutant', 'marvel comic', 'superhero', 'based on comic book', 'superhuman']",en,"Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.",4.6689099999999994,"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Bad Hat Harry Productions', 'Marvel Enterprises', 'Springwood Productions', 'Genetics Productions']",['United States of America'],2000-07-13,296339527,104.0,['English'],Evolution Begins,X-Men,6.8,4097,Color,Bryan Singer,290.0,104.0,0.0,505.0,Tyler Mane,20000.0,Hugh Jackman,452928,21397,Bruce Davison,0.0,"['first part', 'mutant', 'professor', 'superhero', 'superhero team']",http://www.imdb.com/title/tt0120903/?ref_=fn_tt_tt_1,1401.0,English,USA,PG-13,2000.0,764.0,7.4,2.35,0,221339527,2.9511936933333334,3.9511936933333334,1.3740177341034348,18.132998671500584,19.50701640560402,True,"['first part', 'superhero', 'professor', 'marvel comic', 'mutant', 'based on comic book', 'superhero team', 'superhuman']",True
4418,X-Men Origins: Wolverine,150000000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",2080,"['corruption', 'mutant', 'boxer', 'army', 'marvel comic', 'superhero', 'aftercreditsstinger', 'duringcreditsstinger']",en,"After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.",5.954333999999999,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Dune Entertainment', 'Seed Productions', 'Bad Hat Harry Productions', 'Big Screen Productions', 'Marvel Enterprises']",['United States of America'],2009-04-28,373062864,107.0,['English'],Witness the Origin.,X-Men Origins: Wolverine,6.2,4021,Color,Gavin Hood,350.0,119.0,151.0,2000.0,Ryan Reynolds,20000.0,Hugh Jackman,361924,40054,Dominic Monaghan,0.0,"['army', 'civil war', 'claw fight', 'commando', 'wolverine the character']",http://www.imdb.com/title/tt0458525/?ref_=fn_tt_tt_1,641.0,English,USA,PG-13,2009.0,16000.0,6.7,2.35,0,223062864,1.48708576,2.48708576,0.9111116475399605,18.82614585206053,19.737257499600492,True,"['mutant', 'superhero', 'army', 'claw fight', 'civil war', 'duringcreditsstinger', 'wolverine the character', 'boxer', 'marvel comic', 'aftercreditsstinger', 'corruption', 'commando']",True
4419,X-Men: Apocalypse,178000000,['Science Fiction'],246655,"['mutant', 'supernatural powers', 'marvel comic', 'superhero', 'based on comic book', 'superhuman', 'apocalypse', 'superhero team', 'world domination', 'aftercreditsstinger', '1980s']",en,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",139.272042,"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Marvel Entertainment', 'Bad Hat Harry Productions', 'TSG Entertainment', 'Kinberg Genre']",['United States of America'],2016-05-18,543934787,144.0,['English'],Only the strong will survive,X-Men: Apocalypse,6.4,4721,Color,Bryan Singer,396.0,144.0,0.0,1000.0,Michael Fassbender,34000.0,Jennifer Lawrence,148379,49684,Tye Sheridan,6.0,"['mutant', 'superhero', 'superhero team', 'x men', 'year 1983']",http://www.imdb.com/title/tt3385516/?ref_=fn_tt_tt_1,622.0,English,USA,PG-13,2016.0,13000.0,7.3,2.35,54000,365934787,2.0558134101123597,3.0558134101123597,1.1170458125398197,18.99729410825636,20.11433992079618,True,"['supernatural powers', 'mutant', 'superhero', 'x men', 'aftercreditsstinger', 'year 1983', 'marvel comic', 'world domination', '1980s', 'based on comic book', 'superhero team', 'apocalypse', 'superhuman']",True
4420,X-Men: Days of Future Past,250000000,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",127585,"['1970s', 'mutant', 'time travel', 'marvel comic', 'based on comic book', 'superhuman', 'storm', 'beast', 'aftercreditsstinger', 'changing the past or future']",en,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,118.07869099999999,"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Marvel Entertainment', 'Bad Hat Harry Productions', 'TSG Entertainment', 'Down Productions', 'Revolution Sun Studios']","['United Kingdom', 'United States of America']",2014-05-15,747862775,131.0,['English'],"To save the future, they must alter the past",X-Men: Days of Future Past,7.5,6032,Color,Bryan Singer,539.0,149.0,0.0,20000.0,Peter Dinklage,34000.0,Jennifer Lawrence,514125,91434,Hugh Jackman,7.0,"['dystopia', 'super strength', 'supernatural power', 'time paradox', 'time travel']",http://www.imdb.com/title/tt1877832/?ref_=fn_tt_tt_1,752.0,English,USA,PG-13,2014.0,22000.0,8.0,2.35,82000,497862775,1.9914511,2.9914511,1.095758587399789,19.33697147582652,20.43273006322631,True,"['time paradox', 'super strength', 'dystopia', 'changing the past or future', 'aftercreditsstinger', 'marvel comic', 'beast', 'mutant', 'storm', '1970s', 'supernatural power', 'superhuman', 'based on comic book', 'time travel']",True
